UNITID,ADMCON1,ADMCON2,ADMCON3,ADMCON4,ADMCON5,ADMCON6,ADMCON7,ADMCON8,ADMCON9,XAPPLCN,APPLCN,XAPPLCNM,APPLCNM,XAPPLCNW,APPLCNW,XADMSSN,ADMSSN,XADMSSNM,ADMSSNM,XADMSSNW,ADMSSNW,XENRLT,ENRLT,XENRLM,ENRLM,XENRLW,ENRLW,XENRLFT,ENRLFT,XENRLFTM,ENRLFTM,XENRLFTW,ENRLFTW,XENRLPT,ENRLPT,XENRLPTM,ENRLPTM,XENRLPTW,ENRLPTW,XSATNUM,SATNUM,XSATPCT,SATPCT,XACTNUM,ACTNUM,XACTPCT,ACTPCT,XSATVR25,SATVR25,XSATVR75,SATVR75,XSATMT25,SATMT25,XSATMT75,SATMT75,XACTCM25,ACTCM25,XACTCM75,ACTCM75,XACTEN25,ACTEN25,XACTEN75,ACTEN75,XACTMT25,ACTMT25,XACTMT75,ACTMT75 
164216,1,2,1,1,1,3,2,2,3,"R",6720,"R",2439,"R",4281,"R",3295,"R",1167,"R",2128,"R",410,"R",182,"R",228,"R",410,"R",182,"R",228,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
164270,1,2,1,1,1,3,1,1,3,"R",2403,"R",1142,"R",1261,"R",1876,"R",890,"R",986,"R",388,"R",199,"R",189,"R",388,"R",199,"R",189,"R",0,"R",0,"R",0,"R",305,"R",80,"R",117,"R",31,"R",490,"R",600,"R",490,"R",610,"R",21,"R",28,"R",20,"R",29,"R",19,"R",26
164368,1,5,1,3,1,3,3,1,5,"R",1869,"R",978,"R",891,"R",1057,"R",526,"R",531,"R",156,"R",97,"R",59,"R",156,"R",97,"R",59,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
164447,1,3,1,2,2,3,5,1,3,"R",1906,"R",845,"R",1061,"R",1321,"R",562,"R",759,"R",327,"R",156,"R",171,"R",327,"R",156,"R",171,"R",0,"R",0,"R",0,"R",286,"R",87,"R",51,"R",16,"R",380,"R",490,"R",382,"R",500,"R",16,"R",22,"A",,"A",,"A",,"A",
164465,2,2,1,2,1,2,1,1,3,"R",8396,"R",3773,"R",4623,"R",1149,"R",599,"R",550,"R",471,"R",237,"R",234,"R",471,"R",237,"R",234,"A",,"A",,"A",,"R",243,"R",52,"R",238,"R",51,"R",680,"R",775,"R",680,"R",780,"R",31,"R",34,"R",32,"R",35,"R",29,"R",34
164492,1,2,1,2,1,2,3,1,3,"R",1631,"R",606,"R",1025,"R",1349,"R",469,"R",880,"R",218,"R",81,"R",137,"R",218,"R",81,"R",137,"Z",0,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
164535,3,3,1,3,1,3,3,3,1,"R",44,"R",6,"R",38,"R",14,"R",2,"R",12,"R",13,"R",1,"R",12,"R",13,"R",1,"R",12,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
164562,1,1,1,3,1,3,3,1,3,"R",4559,"R",2208,"R",2351,"R",3544,"R",1573,"R",1971,"R",579,"R",255,"R",324,"R",578,"R",255,"R",323,"R",1,"Z",0,"R",1,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
164580,1,2,1,1,1,5,1,1,3,"R",7648,"R",4980,"R",2668,"R",1881,"R",953,"R",928,"R",588,"R",311,"R",277,"R",588,"R",311,"R",277,"A",,"A",,"A",,"R",422,"R",72,"R",232,"R",39,"R",560,"R",650,"R",610,"R",720,"R",27,"R",31,"R",26,"R",32,"R",27,"R",33
164599,3,3,1,3,3,3,3,3,3,"R",8,"R",3,"R",5,"R",5,"R",2,"R",3,"R",5,"R",2,"R",3,"A",,"A",,"A",,"R",5,"R",2,"R",3,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
164614,2,3,1,2,1,3,1,2,3,"R",14,"R",8,"R",6,"R",13,"R",8,"R",5,"R",10,"R",6,"R",4,"R",9,"R",6,"R",3,"R",1,"R",0,"R",1,"R",3,"R",30,"R",3,"R",30,"R",480,"R",540,"R",470,"R",560,"R",13,"R",19,"R",9,"R",18,"R",14,"R",16
164632,1,1,1,2,1,3,5,1,3,"R",1542,"R",0,"R",1542,"R",924,"A",,"R",924,"R",153,"A",,"R",153,"R",153,"A",,"R",153,"A",,"A",,"A",,"R",136,"R",88,"R",27,"R",18,"R",425,"R",550,"R",420,"R",515,"R",19,"R",25,"R",18,"R",25,"R",18,"R",24
164641,1,5,1,5,5,5,3,1,1,"R",1866,"R",746,"R",1120,"R",720,"R",260,"R",460,"R",178,"R",62,"R",116,"R",129,"R",51,"R",78,"R",49,"R",11,"R",38,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
164720,1,2,1,1,2,2,1,1,3,"R",4458,"R",1755,"R",2703,"R",2913,"R",1123,"R",1790,"R",421,"R",232,"R",189,"R",417,"R",232,"R",185,"R",4,"R",0,"R",4,"R",367,"R",87,"R",81,"R",19,"R",460,"R",570,"R",460,"R",560,"R",21,"R",26,"R",19,"R",25,"R",19,"R",25
164739,2,2,1,1,1,3,1,1,3,"R",8281,"R",5085,"R",3196,"R",3836,"R",2219,"R",1617,"R",1051,"R",613,"R",438,"R",1051,"R",613,"R",438,"A",,"A",,"A",,"R",834,"R",79,"R",402,"R",38,"R",510,"R",620,"R",550,"R",670,"R",25,"R",30,"A",,"A",,"A",,"A",
164748,1,2,1,3,1,1,3,1,3,"R",9224,"R",5111,"R",4113,"R",3121,"R",1866,"R",1255,"R",1190,"R",689,"R",501,"R",1132,"R",648,"R",484,"R",58,"R",41,"R",17,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
164924,1,2,1,1,1,2,1,1,2,"R",28956,"R",12218,"R",16738,"R",9017,"R",4066,"R",4951,"R",2359,"R",1056,"R",1303,"R",2359,"R",1056,"R",1303,"R",0,"R",0,"R",0,"R",1443,"R",61,"R",1213,"R",52,"R",620,"R",720,"R",640,"R",740,"R",30,"R",33,"R",31,"R",35,"R",28,"R",33
164988,1,1,1,1,1,3,1,1,3,"R",57441,"R",23950,"R",33491,"R",16907,"R",6643,"R",10264,"R",3552,"R",1408,"R",2144,"R",3550,"R",1407,"R",2143,"R",2,"R",1,"R",1,"R",2514,"R",71,"R",1511,"R",43,"R",590,"R",680,"R",630,"R",740,"R",28,"R",32,"R",28,"R",34,"R",27,"R",32
165015,2,2,1,1,1,3,1,1,3,"R",11351,"R",4485,"R",6866,"R",3796,"R",1484,"R",2312,"R",841,"R",341,"R",500,"R",841,"R",341,"R",500,"A",,"A",,"A",,"R",472,"R",56,"R",271,"R",32,"R",610,"R",710,"R",660,"R",770,"R",29,"R",33,"R",30,"R",35,"R",28,"R",33
165024,1,2,1,1,2,3,1,1,3,"R",6007,"R",2468,"R",3539,"R",4863,"R",1940,"R",2923,"R",1420,"R",595,"R",825,"R",1381,"R",573,"R",808,"R",39,"R",22,"R",17,"R",1314,"R",92,"R",113,"R",8,"R",440,"R",550,"R",450,"R",540,"R",19,"R",24,"A",,"A",,"A",,"A",
165060,1,2,1,3,2,3,2,2,3,"R",16,"R",1,"R",15,"R",10,"R",1,"R",9,"R",6,"R",0,"R",6,"R",6,"A",,"R",6,"R",0,"A",,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
165264,1,3,1,2,3,3,3,1,3,"R",86,"R",3,"R",83,"R",23,"R",1,"R",22,"R",8,"R",0,"R",8,"R",1,"A",,"R",1,"R",7,"A",,"R",7,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
165334,1,2,1,1,1,3,3,1,3,"R",7914,"R",3371,"R",4543,"R",4331,"R",1637,"R",2694,"R",548,"R",220,"R",328,"R",543,"R",219,"R",324,"R",5,"R",1,"R",4,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
165529,1,2,1,1,1,3,1,1,3,"R",6143,"R",2443,"R",3700,"R",5442,"R",2099,"R",3343,"R",678,"R",324,"R",354,"R",676,"R",324,"R",352,"R",2,"R",0,"R",2,"R",507,"R",93,"R",57,"R",10,"R",420,"R",520,"R",420,"R",520,"R",18,"R",23,"R",17,"R",24,"R",17,"R",22
165574,1,2,1,2,2,3,2,1,3,"R",2891,"R",1378,"R",1513,"R",2571,"R",1195,"R",1376,"R",446,"R",235,"R",211,"R",445,"R",235,"R",210,"R",1,"R",0,"R",1,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
165608,3,3,1,2,1,3,3,3,1,"R",4,"R",0,"R",4,"R",2,"A",,"R",2,"R",2,"A",,"R",2,"R",2,"A",,"R",2,"R",0,"A",,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
165644,1,3,1,2,3,3,1,1,3,"R",1045,"R",410,"R",635,"R",692,"R",278,"R",414,"R",166,"R",87,"R",79,"R",166,"R",87,"R",79,"R",0,"R",0,"R",0,"R",143,"R",86,"R",36,"R",22,"R",410,"R",550,"R",410,"R",560,"R",20,"R",26,"R",17,"R",25,"R",17,"R",26
165662,2,2,1,1,1,3,1,1,3,"R",9149,"R",2920,"R",6229,"R",4397,"R",1381,"R",3016,"R",881,"R",324,"R",557,"R",881,"R",324,"R",557,"A",,"A",,"A",,"R",676,"R",77,"R",339,"R",39,"R",580,"R",680,"R",540,"R",650,"R",25,"R",30,"R",26,"R",32,"R",24,"R",28
165671,1,5,1,1,1,3,5,1,3,"R",6223,"R",1714,"R",4509,"R",4443,"R",1074,"R",3369,"R",596,"R",161,"R",435,"R",596,"R",161,"R",435,"A",,"A",,"A",,"R",312,"R",52,"R",88,"R",15,"R",520,"R",600,"R",510,"R",600,"R",23,"R",27,"A",,"A",,"A",,"A",
165699,1,2,1,3,1,2,2,1,3,"R",3619,"R",1321,"R",2298,"R",2850,"R",1058,"R",1792,"R",736,"R",290,"R",446,"R",728,"R",285,"R",443,"R",8,"R",5,"R",3,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
165802,1,3,1,2,3,3,2,1,3,"R",2907,"R",1032,"R",1875,"R",1991,"R",700,"R",1291,"R",271,"R",116,"R",155,"R",248,"R",114,"R",134,"R",23,"R",2,"R",21,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
165820,1,3,1,1,2,3,1,1,3,"R",3566,"R",1452,"R",2114,"R",2662,"R",1033,"R",1629,"R",763,"R",370,"R",393,"R",759,"R",369,"R",390,"R",4,"R",1,"R",3,"R",725,"R",95,"R",69,"R",9,"R",440,"R",550,"R",450,"R",540,"R",18,"R",24,"R",18,"R",24,"R",18,"R",24
165866,1,2,1,1,2,3,1,1,3,"R",6201,"R",2450,"R",3751,"R",4019,"R",1438,"R",2581,"R",749,"R",321,"R",428,"R",739,"R",314,"R",425,"R",10,"R",7,"R",3,"R",695,"R",93,"R",63,"R",8,"R",440,"R",540,"R",450,"R",550,"R",20,"R",25,"R",17,"R",24,"R",18,"R",25
165936,1,2,1,1,1,2,1,1,3,"R",2714,"R",947,"R",1767,"R",2496,"R",856,"R",1640,"R",427,"R",157,"R",270,"R",426,"R",156,"R",270,"R",1,"R",1,"R",0,"R",353,"R",83,"R",92,"R",22,"R",450,"R",600,"R",440,"R",610,"R",22,"R",29,"R",23,"R",31,"R",22,"R",27
166018,2,2,1,2,1,2,3,1,3,"R",2219,"R",787,"R",1432,"R",1412,"R",471,"R",941,"R",327,"R",129,"R",198,"R",327,"R",129,"R",198,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
166027,2,2,1,3,1,3,1,3,3,"R",39041,"R",19809,"R",19232,"R",2110,"R",1088,"R",1022,"R",1663,"R",868,"R",795,"R",1663,"R",868,"R",795,"A",,"A",,"A",,"R",1220,"R",73,"R",707,"R",43,"R",710,"R",800,"R",720,"R",800,"R",32,"R",35,"R",33,"R",35,"R",31,"R",35
166124,2,2,1,2,1,3,3,1,3,"R",6693,"R",3014,"R",3679,"R",2574,"R",1312,"R",1262,"R",765,"R",362,"R",403,"R",765,"R",362,"R",403,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
166391,1,3,1,1,1,3,1,1,3,"R",3221,"R",1132,"R",2089,"R",2450,"R",830,"R",1620,"R",439,"R",136,"R",303,"R",437,"R",135,"R",302,"R",2,"R",1,"R",1,"R",386,"R",92,"R",69,"R",17,"R",440,"R",530,"R",430,"R",530,"R",19,"R",22,"A",,"A",,"A",,"A",
166452,1,2,1,1,1,1,1,1,3,"R",3386,"R",815,"R",2571,"R",2158,"R",416,"R",1742,"R",364,"R",83,"R",281,"R",352,"R",82,"R",270,"R",12,"R",1,"R",11,"R",333,"R",91,"R",56,"R",15,"R",490,"R",600,"R",470,"R",560,"R",21,"R",26,"R",21,"R",26,"R",19,"R",24
166489,2,3,1,2,1,1,3,1,3,"R",63,"R",32,"R",31,"R",54,"R",29,"R",25,"R",10,"R",4,"R",6,"R",9,"R",4,"R",5,"R",1,"R",0,"R",1,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
166513,1,3,1,1,1,1,1,1,3,"R",11321,"R",6215,"R",5106,"R",6857,"R",3862,"R",2995,"R",1738,"R",1051,"R",687,"R",1679,"R",1011,"R",668,"R",59,"R",40,"R",19,"R",1462,"R",84,"R",315,"R",18,"R",520,"R",620,"R",550,"R",640,"R",24,"R",29,"R",23,"R",29,"R",24,"R",28
166629,1,2,1,1,1,2,1,1,3,"R",40822,"R",19708,"R",21114,"R",24364,"R",11628,"R",12736,"R",4679,"R",2419,"R",2260,"R",4672,"R",2414,"R",2258,"R",7,"R",5,"R",2,"R",3919,"R",84,"R",1296,"R",28,"R",550,"R",650,"R",580,"R",680,"R",25,"R",30,"A",,"A",,"A",,"A",
166638,1,3,1,1,1,3,1,1,3,"R",9886,"R",4231,"R",5655,"R",6774,"R",2864,"R",3910,"R",1651,"R",842,"R",809,"R",1543,"R",802,"R",741,"R",108,"R",40,"R",68,"R",1102,"R",67,"R",170,"R",10,"R",470,"R",580,"R",490,"R",600,"R",21,"R",26,"R",20,"R",26,"R",22,"R",27
166656,1,3,1,1,1,3,1,2,3,"R",5527,"R",1333,"R",4194,"R",4669,"R",1143,"R",3526,"R",799,"R",232,"R",567,"R",799,"R",232,"R",567,"A",,"A",,"A",,"R",669,"R",84,"R",187,"R",23,"R",460,"R",560,"R",490,"R",620,"R",21,"R",27,"R",20,"R",26,"R",21,"R",27
166674,1,3,1,1,1,1,1,1,3,"R",1531,"R",439,"R",1092,"R",1085,"R",264,"R",821,"R",374,"R",94,"R",280,"R",374,"R",94,"R",280,"R",0,"R",0,"R",0,"R",325,"R",87,"R",53,"R",14,"R",500,"R",590,"R",470,"R",570,"R",21,"R",26,"A",,"A",,"A",,"A",
166683,2,3,1,2,1,3,1,2,3,"R",19020,"R",13131,"R",5889,"R",1511,"R",757,"R",754,"R",1110,"R",599,"R",511,"R",1110,"R",599,"R",511,"A",,"A",,"A",,"R",842,"R",76,"R",551,"R",50,"R",700,"R",790,"R",760,"R",800,"R",33,"R",35,"R",33,"R",35,"R",34,"R",36
166692,1,2,1,1,1,3,1,1,3,"R",825,"R",732,"R",91,"R",664,"R",583,"R",80,"R",402,"R",357,"R",45,"R",402,"R",357,"R",45,"A",,"A",,"A",,"R",367,"R",91,"R",44,"R",11,"R",460,"R",560,"R",490,"R",590,"R",20,"R",26,"A",,"A",,"A",,"A",
166850,1,2,1,1,1,3,3,1,3,"R",8214,"R",4221,"R",3993,"R",6728,"R",3316,"R",3412,"R",1005,"R",510,"R",495,"R",1004,"R",509,"R",495,"R",1,"R",1,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
166939,2,3,1,1,1,3,3,1,3,"R",3543,"Z",0,"R",3543,"R",1849,"A",,"R",1849,"R",588,"A",,"R",588,"R",588,"A",,"R",588,"R",0,"A",,"Z",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
166948,1,3,1,2,2,3,2,1,3,"R",2337,"R",960,"R",1377,"R",1597,"R",591,"R",1006,"R",353,"R",111,"R",242,"R",352,"R",111,"R",241,"R",1,"R",0,"R",1,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
166984,1,3,1,2,1,1,3,1,3,"R",318,"R",68,"R",242,"R",258,"R",50,"R",204,"R",40,"R",11,"R",29,"R",40,"R",11,"R",29,"R",0,"Z",0,"Z",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
167057,1,3,1,3,1,1,3,1,3,"R",1177,"R",612,"R",565,"R",417,"R",237,"R",180,"R",123,"R",73,"R",50,"R",122,"R",72,"R",50,"R",1,"R",1,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
167224,3,3,1,3,3,2,3,2,3,"R",64,"R",25,"R",39,"R",63,"R",25,"R",38,"R",34,"R",13,"R",21,"R",34,"R",13,"R",21,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
167251,1,2,1,2,2,2,2,1,3,"R",2325,"R",937,"R",1388,"R",1922,"R",739,"R",1183,"R",225,"R",95,"R",130,"R",223,"R",93,"R",130,"R",2,"R",2,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
167260,1,2,3,2,2,3,2,1,3,"R",2311,"R",1524,"R",787,"R",1934,"R",1272,"R",662,"R",353,"R",224,"R",129,"R",353,"R",224,"R",129,"R",0,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
167288,1,3,1,1,1,3,1,2,2,"R",2013,"R",1337,"R",676,"R",1552,"R",1031,"R",521,"R",327,"R",122,"R",205,"R",325,"R",122,"R",203,"R",2,"R",0,"R",2,"R",295,"R",90,"R",43,"R",13,"R",450,"R",580,"R",440,"R",550,"R",20,"R",25,"A",,"A",,"A",,"A",
167358,1,2,1,2,1,2,1,1,3,"R",51063,"R",23578,"R",27485,"R",14747,"R",6869,"R",7878,"R",2676,"R",1320,"R",1356,"R",2676,"R",1320,"R",1356,"A",,"A",,"A",,"R",1064,"R",40,"R",1273,"R",48,"R",650,"R",740,"R",680,"R",770,"R",31,"R",34,"R",31,"R",35,"R",29,"R",34
167394,1,2,1,2,2,3,1,1,3,"R",684,"R",191,"R",493,"R",523,"R",149,"R",374,"R",164,"R",46,"R",118,"R",163,"R",46,"R",117,"R",1,"R",0,"R",1,"R",153,"R",93,"R",26,"R",16,"R",420,"R",535,"R",420,"R",520,"R",19,"R",23,"A",,"A",,"A",,"A",
167455,1,3,1,2,1,3,3,2,3,"R",782,"R",357,"R",425,"R",582,"R",265,"R",317,"R",116,"R",51,"R",65,"R",116,"R",51,"R",65,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
167598,1,2,1,1,1,3,2,2,3,"R",1707,"R",356,"R",1351,"R",1655,"R",305,"R",1350,"R",345,"R",64,"R",281,"R",247,"R",47,"R",200,"R",98,"R",17,"R",81,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
167729,1,3,1,1,3,2,5,1,3,"R",6139,"R",1975,"R",4164,"R",4517,"R",1443,"R",3074,"R",1145,"R",397,"R",748,"R",1130,"R",389,"R",741,"R",15,"R",8,"R",7,"R",877,"R",77,"R",40,"R",4,"R",440,"R",550,"R",450,"R",540,"R",19,"R",25,"A",,"A",,"A",,"A",
167783,1,2,1,1,1,3,1,1,3,"R",3362,"R",0,"R",3362,"R",2139,"A",,"R",2139,"R",457,"A",,"R",457,"R",457,"A",,"R",457,"A",,"A",,"A",,"R",389,"R",85,"R",133,"R",29,"R",550,"R",650,"R",530,"R",610,"R",24,"R",29,"R",23,"R",30,"R",23,"R",27
167792,2,2,1,5,1,3,3,1,5,"R",303,"R",121,"R",182,"R",263,"R",100,"R",163,"R",148,"R",58,"R",90,"R",148,"R",58,"R",90,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
167835,2,2,1,1,1,3,3,1,3,"R",5254,"R",0,"R",5254,"R",1956,"A",,"R",1956,"R",654,"A",,"R",654,"R",654,"A",,"R",654,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
167871,2,3,1,3,1,3,3,2,1,"R",119,"R",21,"R",98,"R",84,"R",18,"R",66,"R",69,"R",13,"R",56,"R",52,"R",5,"R",47,"R",17,"R",8,"R",9,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
167899,1,2,1,1,1,1,1,1,3,"R",3616,"R",1788,"R",1828,"R",2383,"R",1178,"R",1205,"R",542,"R",285,"R",257,"R",542,"R",285,"R",257,"A",,"A",,"A",,"R",491,"R",91,"R",121,"R",22,"R",450,"R",550,"R",450,"R",570,"R",24,"R",28,"R",24,"R",27,"R",25,"R",28
167987,1,5,1,1,2,2,1,1,3,"R",8211,"R",3966,"R",4245,"R",6242,"R",2965,"R",3277,"R",1367,"R",716,"R",651,"R",1358,"R",711,"R",647,"R",9,"R",5,"R",4,"R",1300,"R",95,"R",145,"R",11,"R",450,"R",560,"R",460,"R",570,"R",20,"R",26,"R",18,"R",28,"R",19,"R",26
167996,1,1,1,1,1,3,3,1,3,"R",6362,"R",2747,"R",3615,"R",4639,"R",1873,"R",2766,"R",734,"R",305,"R",429,"R",732,"R",304,"R",428,"R",2,"R",1,"R",1,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
168005,2,2,1,1,1,3,1,1,3,"R",8481,"R",3511,"R",4970,"R",7160,"R",2870,"R",4290,"R",1186,"R",515,"R",671,"R",1176,"R",511,"R",665,"R",10,"R",4,"R",6,"R",1020,"R",86,"R",179,"R",15,"R",450,"R",560,"R",460,"R",560,"R",20,"R",25,"A",,"A",,"A",,"A",
168148,1,1,1,1,1,3,1,1,3,"R",20223,"R",8469,"R",11754,"R",2889,"R",1420,"R",1469,"R",1336,"R",665,"R",671,"R",1336,"R",665,"R",671,"A",,"A",,"A",,"R",651,"R",49,"R",687,"R",51,"R",680,"R",750,"R",690,"R",770,"R",31,"R",34,"A",,"A",,"A",,"A",
168218,2,2,1,2,1,2,1,2,3,"R",4854,"R",0,"R",4854,"R",1388,"A",,"R",1388,"R",590,"A",,"R",590,"R",590,"A",,"R",590,"A",,"A",,"A",,"R",387,"R",66,"R",295,"R",50,"R",660,"R",750,"R",650,"R",750,"R",30,"R",33,"R",31,"R",35,"R",28,"R",33
168227,1,3,1,2,1,2,1,1,3,"R",7556,"R",5573,"R",1983,"R",5333,"R",3957,"R",1376,"R",961,"R",775,"R",186,"R",960,"R",774,"R",186,"R",1,"R",1,"R",0,"R",866,"R",90,"R",209,"R",22,"R",480,"R",590,"R",530,"R",630,"R",21,"R",28,"R",20,"R",26,"R",23,"R",28
168254,1,3,1,1,1,3,5,3,3,"R",6399,"R",3673,"R",2726,"R",5094,"R",2908,"R",2186,"R",723,"R",447,"R",276,"R",723,"R",447,"R",276,"A",,"A",,"A",,"R",585,"R",81,"R",112,"R",16,"R",480,"R",580,"R",510,"R",610,"R",22,"R",27,"A",,"A",,"A",,"A",
168263,1,3,1,1,3,2,1,2,2,"R",4737,"R",1948,"R",2789,"R",3691,"R",1424,"R",2267,"R",1068,"R",465,"R",603,"R",1065,"R",464,"R",601,"R",3,"R",1,"R",2,"R",937,"R",88,"R",119,"R",11,"R",440,"R",540,"R",450,"R",550,"R",19,"R",24,"R",16,"R",22,"R",17,"R",24
168281,2,2,1,1,1,3,2,3,1,"R",4169,"R",1645,"R",2522,"R",2779,"R",1017,"R",1760,"R",528,"R",205,"R",323,"R",528,"R",205,"R",323,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
168290,1,2,1,1,2,3,1,1,3,"R",1305,"R",330,"R",975,"R",1095,"R",248,"R",847,"R",158,"R",36,"R",122,"R",157,"R",36,"R",121,"R",1,"Z",0,"R",1,"R",133,"R",84,"R",34,"R",22,"R",400,"R",505,"R",400,"R",510,"R",15,"R",22,"R",14,"R",23,"R",16,"R",20
168342,3,2,1,2,1,3,1,3,3,"R",6985,"R",3313,"R",3672,"R",1230,"R",601,"R",629,"R",553,"R",288,"R",265,"R",553,"R",288,"R",265,"A",,"A",,"A",,"R",376,"R",68,"R",272,"R",49,"R",670,"R",770,"R",660,"R",770,"R",31,"R",34,"R",32,"R",35,"R",30,"R",35
168421,5,5,1,1,1,3,3,1,3,"R",10468,"R",7782,"R",2686,"R",5071,"R",3482,"R",1589,"R",1120,"R",734,"R",386,"R",1120,"R",734,"R",386,"R",0,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
168430,1,2,1,1,2,3,1,1,3,"R",3876,"R",1323,"R",2553,"R",2735,"R",926,"R",1809,"R",791,"R",299,"R",492,"R",782,"R",296,"R",486,"R",9,"R",3,"R",6,"R",713,"R",90,"R",56,"R",7,"R",450,"R",550,"R",460,"R",560,"R",21,"R",26,"R",20,"R",25,"R",19,"R",26
168528,1,2,1,2,3,3,1,1,3,"R",5622,"R",3349,"R",2273,"R",3284,"R",1869,"R",1415,"R",493,"R",272,"R",221,"R",493,"R",272,"R",221,"A",,"A",,"A",,"R",40,"R",8,"R",439,"R",89,"R",420,"R",505,"R",420,"R",510,"R",19,"R",24,"R",17,"R",24,"R",17,"R",25
168546,1,2,1,2,1,2,1,1,3,"R",3338,"R",1522,"R",1816,"R",2412,"R",1034,"R",1378,"R",402,"R",195,"R",207,"R",402,"R",195,"R",207,"A",,"A",,"A",,"R",38,"R",9,"R",332,"R",83,"R",430,"R",590,"R",450,"R",620,"R",20,"R",26,"R",20,"R",26,"R",19,"R",26
168591,1,3,1,2,1,2,1,2,3,"R",4680,"R",1888,"R",2792,"R",3180,"R",1179,"R",2001,"R",447,"R",216,"R",231,"R",447,"R",216,"R",231,"A",,"A",,"A",,"R",26,"R",6,"R",445,"R",99,"R",420,"R",590,"R",460,"R",593,"R",21,"R",26,"R",21,"R",26,"R",21,"R",26
